ID,X,Y,Z
00001,-0.005738609422065661,-0.4326842983355853,1.8304981290809013
00002,-0.012282385164019987,-0.39491882328831174,1.6502913167086077
00003,-0.004862492184876133,-0.3580816727679055,1.0712650330827596
00004,0.009362790613608533,-0.3226729010294191,1.3137796619148134
00005,0.02536312025851072,-0.2879744074661047,0.956321593734032
00006,0.04839195515668749,-0.25728887891455104,0.8981004517612281
00007,0.07552393873934113,-0.23021672744975652,0.6670733009167694
00008,0.10894732991054326,-0.21163491629511622,0.34327102860791253
00009,0.1434731291512196,-0.20903776715786906,-0.24899672934235773
00010,0.1396128928307392,-0.20613596626434005,-0.989934319413686
00011,0.14126878212345673,-0.2058000323588841,-1.7795318731527634
00012,0.1434091423126102,-0.22975974207123365,-1.1969253294588618
00013,0.14408616014346892,-0.23134723980454217,-1.929170831929043
00014,0.1314454440888568,-0.2675518672918212,-1.8840298505491226
00015,0.1235762471055457,-0.3050582697227469,-1.6677615652344329
00016,0.11437981652506411,-0.3422053560433928,-1.9653668596364435
00017,0.10228120019590986,-0.37857347746397874,-1.814407567318513
00018,0.09013268309606552,-0.41495835839592987,-1.9751594201680867
00019,0.07379421762077769,-0.4496972079799038,-2.04589408339267
00020,0.047840627362340966,-0.476308610405717,-2.6718663685784576
00021,0.012485670784467455,-0.49074606786340097,-2.8363330453212963
00022,-0.02327343705088614,-0.5046562835532173,-2.7018599439955238
00023,-0.05388100805523324,-0.5274745700500864,-2.2940118776230327
00024,-0.08328906877406311,-0.5518710682965493,-2.6117038931584617
00025,-0.08909600507373192,-0.5565987309156933,-2.8182296536017746
00026,-0.10086680944431914,-0.5610165876235088,3.0255279581362196
00027,-0.09800642854834635,-0.5636240202000106,2.296890410352696
00028,-0.1039028698943964,-0.5594576082886459,1.9784337715258458
00029,-0.10804773444957268,-0.5392879409409718,1.32510900007267
00030,-0.10137268447416219,-0.5016172791452869,1.4673864605435072
00031,-0.1000012089750301,-0.4632721447260416,1.6039218397701271
00032,-0.09096413326102275,-0.4325287935782841,0.9426487158189621
00033,-0.06502491982848174,-0.4045864770674252,0.7028960050636975
00034,-0.040691626473647685,-0.3751396229221987,1.0648263446573343
00035,-0.02439387980867851,-0.34045152002588946,1.198944479732326
00036,-0.00922948559746885,-0.30518402186405946,1.128654967641306
00037,0.012719184017417198,-0.27386568618171914,0.7850778954926766
00038,0.041510669294508626,-0.24853598243554886,0.6572559752986092
00039,0.07097529559763426,-0.22393042008598085,0.7362174435360642
00040,0.10440104644117523,-0.2057191789989847,0.2524655517028142
00041,0.142275310795014,-0.2068174609650687,-0.31678496080964574
00042,0.13712173469424438,-0.20313786390183677,-0.9577075795389212
00043,0.14292325701693065,-0.21378799925524997,-1.59187777727876
00044,0.14248895039694345,-0.2139055724001626,-2.4772313673830464
00045,0.11573135761203729,-0.24124171321917398,-2.2131197932553475
00046,0.08682850658382912,-0.2660631756779733,-2.659835579580482
00047,0.05777149968573345,-0.29065166435088774,-2.2089240841630833
00048,0.03634419144078933,-0.32242643747356514,-2.119421874908761
00049,0.01651136681679025,-0.355303946758453,-2.1080166051861475
00050,-0.00767434083803318,-0.3764974912426808,-2.7677113777064046
00051,-0.03822867290407742,-0.3988854234382311,-2.237021963842538
00052,-0.0650514637812463,-0.42615470537661915,-2.465814583262121
00053,-0.08401474070951784,-0.45517215401865346,-1.8376891954337002
00054,-0.1029484031219436,-0.48804791395373165,-2.3603219774072475
00055,-0.10545604122446207,-0.4867870322484222,-1.688860850782303
00056,-0.10958058218431756,-0.5108665110337247,-1.4643298701949627
00057,-0.10869131064077918,-0.5126076592169986,-0.7338564922714491
00058,-0.08333658934400609,-0.5412888976657694,-0.9615443903470142
00059,-0.0740540502450615,-0.5551497858358402,-0.5383817395340047
00060,-0.06902012173111043,-0.5589615699229019,0.1693112934067952
00061,-0.030947011225324977,-0.5548453600261211,0.046873606798619794
00062,0.006395586301900116,-0.5466427986247284,0.3918733417860307
00063,0.03900771717299267,-0.5266632132103134,0.7112668527956246
00064,0.06542381016222096,-0.49889909339215316,0.9112900222071407
00065,0.0878769405971604,-0.467770139159623,0.9806984396395497
00066,0.11342688402194022,-0.4392547977506026,0.6946452810168499
00067,0.13288427933623384,-0.4081027274284162,1.3442720967454789
00068,0.14195264063508214,-0.39152292916325876,0.9571063209945108
00069,0.1410686554892924,-0.394088012754879,1.477181320290709
00070,0.14152584367858004,-0.3815458982258465,2.138550715561972
00071,0.13624404152534975,-0.36012686571625957,1.5098566336313293
00072,0.1398388610340353,-0.3219982886694548,1.4408792135944901
00073,0.13639404052913648,-0.30064749242268607,1.996212716563478
00074,0.12080035946002797,-0.26566484166608045,1.987663095832793
00075,0.10022164269817203,-0.23339404221528695,2.2942241561189123
00076,0.07145894035694762,-0.20811729966041953,2.549930685121724
00077,0.036022090835547624,-0.1941147708874462,2.987479361438602
00078,-0.00158066782291754,-0.18656789293759418,2.8952678087621124
00079,-0.038288425380528804,-0.17534335241113447,2.793450462193239
00080,-0.07320310491646481,-0.15944135437263832,2.6330091857467908
00081,-0.1053937368723458,-0.13855660491319124,2.497816157211882
00082,-0.1097016512721448,-0.1339563414002899,1.8422315004821666
00083,-0.10959118896698557,-0.12440669044580771,1.193666230643331
00084,-0.08626023337102148,-0.0957804257375993,0.558403894532688
00085,-0.050593734025356225,-0.08382286571596076,0.091187688233095
00086,-0.016643309521571677,-0.06910260658581097,0.7617502718275477
00087,0.011924829063404639,-0.04362601204303384,0.6900258371897494
00088,0.03690282973558797,-0.033098295321179284,0.1353044704490646
00089,0.0729987066605992,-0.03923846014012018,-0.5094176586791673
00090,0.10675748164825027,-0.057349059149383874,-0.4725778770213844
00091,0.13847608366191785,-0.07884193786803906,-0.722769061488288
00092,0.14033314750291628,-0.0798671370907337,-1.4866527844715705
00093,0.13765909814779775,-0.11796435197616834,-1.8001675537050295
00094,0.12274056345396372,-0.15315797751861746,-2.1477121801352195
00095,0.09447395433312855,-0.17772132161916354,-2.7294059368240977
00096,0.05826807376151887,-0.1898470274050009,-2.9077547779250112
00097,0.020978471617503783,-0.1989914089336566,-2.8932652949892295
00098,-0.017095033876522572,-0.20305223859374924,3.101071022800844
00099,-0.05508010291881231,-0.19784254849261204,2.9075843862729776
00100,-0.09304527311490607,-0.19914479780060526,-2.830182537948113
00101,-0.1126310630545195,-0.20014059483924437,2.6622099772009036
00102,-0.11384278757228627,-0.19807640830290202,1.7490660628407635
00103,-0.11276735560048036,-0.19814874809855235,0.9319026717909511
00104,-0.08956555469358174,-0.1675923284589389,0.9084807729182017
00105,-0.07003620391250984,-0.13464307481343835,1.1674443618589634
00106,-0.059443539055724866,-0.09785922849775924,1.4165009347496964
00107,-0.043854987889219973,-0.06715170157174799,0.7824013786135307
00108,-0.026380090888460234,-0.03406267675979528,1.4059210231301387
00109,-0.026999013785849436,-0.015871236934843554,1.8103817070015729
00110,-0.03189260854344322,0.02178472544632672,1.5907698499715315
00111,-0.030522274014277147,0.06013829994353842,1.4786167193793336
00112,-0.03140068070849492,0.09845129563138864,1.7132076449011164
00113,-0.04669703142416031,0.13280744764283586,2.288189251105098
00114,-0.07643819039115816,0.15662573841775182,2.647077796575911
00115,-0.10783297084882704,0.1714148144510687,2.688984060461233
00116,-0.11004245381551447,0.17382276670163713,1.997298004584453
00117,-0.10867955086392479,0.16881465160382617,1.1822568341113755
00118,-0.0908884813153276,0.2027167211417444,0.9887626922449039
00119,-0.0644856469177893,0.23033475253684174,0.6217407531191824
00120,-0.034993535751596236,0.2548264636699188,0.7690055255044654
00121,-0.003834485204817586,0.27703338301877284,0.46342585528997354
00122,0.033104802799553606,0.2862947945228232,0.022040936512283324
00123,0.07064018513377246,0.2934036811516882,0.360424700261756
00124,0.10580842480768035,0.3087350953249406,0.4620795778460722
00125,0.13538383534695045,0.3328022524344258,0.9110002155329354
00126,0.1571311698755631,0.36435550606654676,1.0239723796765785
00127,0.16157889417119992,0.3814815743820257,1.610874269242009
00128,0.15522102625721781,0.40336923236458605,2.088436790714931
00129,0.14553046167967582,0.43981928858345964,1.5691447947648716
00130,0.14332547346776933,0.47808799927835477,1.6926169934311441
00131,0.14167425138897805,0.5164116905629393,1.531873546044907
00132,0.1545630932419073,0.551026201753905,0.8656336202691107
00133,0.15339474909835588,0.5521667067867357,0.5001521471943574
00134,0.16442437525302328,0.5586577772697207,0.18937544739289303
00135,0.1827898302607055,0.554812620965698,-0.7568172432119408
00136,0.21461153856148857,0.5340954214315464,-0.3918887015460554
00137,0.2476100602251983,0.5147443029957914,-0.6758025245207387
00138,0.27090846296078847,0.48463563841782287,-1.15550164168526
00139,0.27494821285204446,0.4495163508980355,-1.7606437694705765
00140,0.2613184814220865,0.41393294123290425,-2.1141110359803763
00141,0.24648266846234637,0.3787048997555339,-1.8178277261163238
00142,0.22757673911696888,0.34636358425642766,-2.4090869235760755
00143,0.19436645973291952,0.3306020323970588,-2.9853225195351607
00144,0.15625200285249705,0.33191339082334065,2.914958820725893
00145,0.12111805677390045,0.3469329416987524,2.5558206502827816
00146,0.09139740099974296,0.37112481075649995,2.3590689032203267
00147,0.06222319869923779,0.3960239511900152,2.514761857650993
00148,0.03470761827183388,0.4226334917288421,2.2253423533892303
00149,0.026454437289853965,0.44198225006965397,1.7396831975503837
00150,0.014778903449240295,0.4783800218752359,2.0299516794123784
00151,0.003557168461659107,0.5148930817193035,1.7005846151664217
00152,0.0024712886608395635,0.5531711868565363,1.4970302710463068
00153,0.0035490828524687933,0.5585111671331554,2.2382404379938197
00154,0.0007580090181225286,0.561003005022935,2.9215812572157516
00155,0.0027397673921769226,0.5617434692425674,-2.463961943743976
00156,-0.02604445847264936,0.5501201527000582,-3.0331257489384966
00157,-0.06424074231193257,0.5510052352025928,2.9850964418046684
00158,-0.10199062683162688,0.5579620848743788,2.933901576113473
00159,-0.11298890714877134,0.5627738702356635,3.120715165791177
00160,-0.1167384314769198,0.5621455708820098,-2.3779788674141633
00161,-0.14233537252886444,0.5351728092640837,-2.244127498578475
00162,-0.15817047379415897,0.5005878027350811,-1.7480244667078475
00163,-0.1742479329401233,0.47073363090261433,-2.389243119918144
00164,-0.2067256834457011,0.45125691543571783,-2.8125892445042515
00165,-0.24181393235264095,0.4358548067611177,-2.637852387209525
00166,-0.2741074885721228,0.42963454804605283,3.017530043275167
00167,-0.31192577858008713,0.4358656434544662,2.94080752529576
00168,-0.3489500209310814,0.43102593246762905,-2.656047571278799
00169,-0.3845872607520975,0.4176520259993968,-2.916665675777591
00170,-0.4227191556478426,0.4147242383683927,3.06696878506131
00171,-0.4520479234027708,0.4230914037566464,2.558246125862741
00172,-0.45026972626458656,0.4210848843291256,1.8491057060759444
00173,-0.4516309704838337,0.4246748001553139,0.9368230302094968
00174,-0.4390419273696132,0.4600464920049233,1.5196719430550756
00175,-0.4407492227347725,0.4983144832418404,1.7113372731027057
00176,-0.43745269492655614,0.5362671045652195,1.2487480222100469
00177,-0.42750408776951904,0.5590136839555515,0.7851550704877936
00178,-0.42972948640866965,0.5578895221937706,0.34177779547422504
00179,-0.4173971620718995,0.561300308866918,-0.32375141815345204
00180,-0.38334126309158967,0.5440140349013954,-0.6184092070472784
00181,-0.36089904702469183,0.5145593867698497,-1.2505110175252523
00182,-0.35405500637590515,0.47719449950477527,-1.5297105938503461
00183,-0.35298492040467977,0.43882111764137366,-1.5554973429498007
00184,-0.3536829145809247,0.40043348102871756,-1.6233783192921782
00185,-0.35295562735411984,0.36206999054836436,-1.477680323951481
00186,-0.3480380789238013,0.323995551231301,-1.406765628462761
00187,-0.35272944173724985,0.3338216377976105,-0.9443499136788468
00188,-0.34464150165250407,0.3214953840234452,-0.6146147712764052
00189,-0.3426181652595907,0.3207579840231523,0.0993367986566001
00190,-0.3487463393817312,0.31751536583653817,0.8767657339007885
00191,-0.33066683618694376,0.35107086570871376,1.2847180527945874
00192,-0.32763200455551933,0.38903743887084946,1.7006616138466673
00193,-0.32890413858003587,0.4272722466897305,1.5036878779689553
00194,-0.33438607240770735,0.4650148266627054,1.9344798360826714
00195,-0.3424961464506004,0.5023028320778692,1.6282363597126004
00196,-0.34995511784356326,0.5398374561175568,1.9122938518766746
00197,-0.35857831221048425,0.5580360832342337,2.525214699260541
00198,-0.36085868692372597,0.5590378366414387,-3.111415223241988
00199,-0.36583661698326814,0.5563484541984881,-2.166741130436391
00200,-0.37926791547511385,0.5209414790743303,-1.695163266697826
00201,-0.39142044523774017,0.4848116151306421,-2.104792789015627
00202,-0.4085050041185685,0.4505246394729367,-1.9565630926873616
00203,-0.42695378190631295,0.4169413829958844,-2.194465920708062
00204,-0.44143136441510394,0.3817564694903658,-1.717946313306649
00205,-0.44095559718462074,0.34360028996245706,-1.3977256690985222
00206,-0.435392716593644,0.32299271350734476,-0.7604203715713741
00207,-0.4376365266168478,0.32435044857521655,-0.33434763907348736
00208,-0.43000276416120925,0.3203482240526516,0.14695876756832937
00209,-0.4331344195920454,0.31852850717591746,0.6968104522174863
00210,-0.41059802071498935,0.34914154689287547,1.1835918017837932
00211,-0.4051023227070007,0.3867166486179901,1.6714262834191356
00212,-0.405128417813387,0.4250029114427848,1.4663916849061762
00213,-0.4016948749739556,0.46324753589544715,1.4974151220366123
00214,-0.3965190589796211,0.5012754624430047,1.3714574973750797
00215,-0.4002412409930845,0.5328767311598739,2.017521496365636
00216,-0.41393945860448755,0.5605503474453157,2.1857914823386206
00217,-0.41332192111266386,0.5595684211343648,2.7901992921013057
00218,-0.42372010462093107,0.5603447155749659,-2.6963357894419966
00219,-0.4558162019176299,0.539613680781351,-2.4378129344672024
00220,-0.4772209455796698,0.5246858775020867,-2.827159546235433
00221,-0.478882464707159,0.5245024245476619,2.637107938843117
00222,-0.4825266572500663,0.524084703218462,2.0262132809905866
00223,-0.49992815377898625,0.558343828506602,2.0515450680839646
00224,-0.4947467797662505,0.5553470717347769,3.0708427100553273
00225,-0.5326555646403788,0.5507867172694763,-2.8181971710957914
00226,-0.5382973257852134,0.5497422318969288,2.786574889786708
00227,-0.5571194411264878,0.5564380326488862,2.5319618206708863
00228,-0.5603441521201044,0.5588461740498019,2.288869200187596
00229,-0.5596163130041638,0.5580744398669696,2.321373870213382
00230,-0.557896565314621,0.5517802302708573,1.186933377783111
00231,-0.5553156555451254,0.5601261297098973,0.6447539067096705
00232,-0.5643671692995863,0.5588461137735742,-0.40186089997364327
00233,-0.5350526762348974,0.547313672942215,-0.2014531118559223
00234,-0.543746635427073,0.5442903673342734,0.5162041449447548
00235,-0.5140607258810456,0.5506124303945719,-0.08341100396773224
00236,-0.4758393238540091,0.5504531688860987,0.0798197528869389
00237,-0.4494488794495129,0.5598509172638932,0.3747248051623814
00238,-0.44685842432557604,0.5607595115609518,-0.3853353206426449
00239,-0.4091610665727315,0.5578730974072129,0.23312679515436827
00240,-0.39829695531034187,0.5611205206060821,-0.20532760520246
00241,-0.3939723534976845,0.5586989743771992,-0.8128768494973461
00242,-0.36390849629174055,0.5351019780324285,-0.5151141964578223
00243,-0.3300679410958657,0.5170345195804056,-0.46625214799771103
00244,-0.29841944048993996,0.4954604913382298,-0.7349127891601251
00245,-0.26536609833738983,0.48062832554128376,-0.12049752842632036
00246,-0.24297416869033178,0.48295072024819535,0.31128344569935046
00247,-0.2096237015586894,0.5012788889423128,0.7004584800932142
00248,-0.18154894819692577,0.5274049571035133,0.7986503137378841
00249,-0.1496006373057895,0.5481824442077086,0.34635463596955507
00250,-0.12302661751049648,0.5506119233244253,-0.14365065658953616
00251,-0.08520030746551485,0.5539584625234665,0.32701564505965675
00252,-0.06614550359326264,0.5612194575368793,0.051659273038189034
00253,-0.05904227261586294,0.5568393990985486,-1.041718619201218
00254,-0.03191568384225792,0.5314288786483967,-0.44121557815183526
00255,0.004404012637706072,0.5199469595557853,-0.1694455896500276
00256,0.04175135739569619,0.5245857615079756,0.43640906933705353
00257,0.07504266751191134,0.5434899571652935,0.5976160810185648
00258,0.09247509849794695,0.5594605412606378,0.7147150337871553
00259,0.08553429489892166,0.5581921751559059,-0.30961594849934543
00260,0.12355435483693916,0.555687055239727,0.1787051802506878
00261,0.15154193851422165,0.5613146115671209,0.1395801386120879
00262,0.1533000378286733,0.5614732587341362,-0.2738259899233323
00263,0.16831114242005252,0.5541801936041657,-0.7338806794324272
00264,0.19000174101726067,0.522961284210526,-1.196757342864886
00265,0.2131106115224645,0.4938009596077815,-0.5728281958557857
00266,0.2488041852375369,0.48348966817087313,-0.0015796404241678994
00267,0.28680970813070694,0.47902547419969427,-0.23914988505747298
00268,0.3176630545972583,0.4592152763298457,-0.932554793893727
00269,0.34354585573727614,0.43115421080617283,-0.7112264147037287
00270,0.3746033748094774,0.4086635470212973,-0.5405515209463293
00271,0.41083176793469267,0.39694007220533967,-0.07782458472636301
00272,0.44538230832108233,0.38318674990820256,-0.7120094974351492
00273,0.4748234986137696,0.358662071022928,-0.673631140730336
00274,0.5044847218905788,0.3342774511923132,-0.7032654507889384
00275,0.5292782397457513,0.3051483671413635,-1.033425239423584
00276,0.5318325308527226,0.2994500854288145,-0.5467897538599941
00277,0.5341657926944521,0.29908967849410917,0.28592683502020766
00278,0.5553477405851835,0.3052911156868069,0.5845495844032825
00279,0.5587673238843736,0.30710526994959003,1.1565841230699452
00280,0.5609292725853711,0.3136973361860351,1.8327022453939386
00281,0.5574300072539016,0.3193636107064814,2.7002060017285503
00282,0.5241977654017091,0.3261293342011168,-3.0517770544435545
00283,0.48710001534929015,0.31692172355910136,-2.742750030186643
00284,0.4526914781287672,0.2999563188162444,-2.623505194757009
00285,0.45920265304100893,0.2980286659743865,2.645939935646253
00286,0.42228793671604514,0.30746804091687535,3.1365155684802737
00287,0.38446052344505804,0.3018436548058871,-2.838125809427161
00288,0.38296074473496017,0.30028676334648424,-3.0258892079982354
00289,0.3650381401124196,0.29625874587889184,3.1265746938529135
00290,0.36038458042355953,0.29919966625748495,2.4797293580403896
00291,0.33471149204090317,0.3273849487086216,2.1379295728590386
00292,0.30970575913587217,0.34787069034234935,2.79741315637198
00293,0.27314902884541276,0.35888582993337553,2.8982129389583253
00294,0.23502021390881025,0.3619977691219791,-3.0563167150591495
00295,0.196781121493714,0.3637524547849361,2.9581780857228406
00296,0.15875720368886131,0.3687207543149859,3.0677866923037107
00297,0.12137171588791143,0.3769585558657336,2.776284341861917
00298,0.09223601517175935,0.3784305400850055,-2.882891857052005
